id,text,label
875,"Absolutely love this product! The quality is amazing and it arrived much faster than expected. The seller was very responsive to my questions. Overall, a fantastic buying experience! Highly recommended!",1
876,Fantastic quality and fast delivery. Highly recommend!,1
877,Very impressed with the build quality and performance.,1
878,Outstanding quality! This is exactly what I was looking for.,1
879,Very impressed with the build quality and performance.,1
880,Disappointed. Waste of money.,0
881,Very poor quality control. The product arrived with several defects and didn't work properly from day one. I tried contacting customer service multiple times but received no response. Would give zero stars if I could. Stay away from this product! Not worth it.,0
882,This is by far the worst purchase I've made online. The product looks nothing like the pictures. The materials are cheap and flimsy. It stopped working after just two days. The seller refused to provide a refund. Absolutely terrible experience!,0
883,Disappointed.,0
884,Poor quality. Not worth it.,0
885,Perfect! Will buy again.,1
886,Don't waste your money. Complete disappointment.,0
887,Highly recommend this to anyone looking for quality.,1
888,Very low quality. Looks and feels cheap. Awful.,0
889,Best purchase I've made this year. Worth every penny.,1
890,"After using this product for a few weeks, I can confidently say it's worth the investment. The build quality is solid, it's easy to use, and it does exactly what it promises. Very happy customer here! Will buy again.",1
891,Don't waste your money. Complete disappointment.,0
892,Awful experience. Product arrived damaged and defective.,0
893,Great value for money. Works perfectly as described.,1
894,Love it!,1
895,I bought this product last month and I'm extremely satisfied. The quality is top-notch and it works exactly as advertised. Shipping was fast and the packaging was secure. Would definitely buy from this seller again! Highly recommended!,1
896,Terrible product. Does not work as advertised at all.,0
897,Highly recommend this to anyone looking for quality. Highly recommended!,1
898,This is by far the worst purchase I've made online. The product looks nothing like the pictures. The materials are cheap and flimsy. It stopped working after just two days. The seller refused to provide a refund. Absolutely terrible experience!,0
899,Perfect for my needs. Couldn't ask for more. Very happy!,1
900,Superb! This product has made my life so much easier.,1
901,Fantastic quality and fast delivery. Highly recommend!,1
902,Very low quality. Looks and feels cheap. Stay away!,0
903,Terrible!,0
904,Love it!,1
905,Amazing!,1
906,Don't waste your money. Complete disappointment.,0
907,Extremely dissatisfied with this purchase. The quality is subpar and it feels like a cheap knockoff. It didn't meet any of my expectations. The description was misleading and the photos don't represent the actual product. Would not recommend!,0
908,Excellent! Will buy again.,1
909,Very poor quality control. The product arrived with several defects and didn't work properly from day one. I tried contacting customer service multiple times but received no response. Would give zero stars if I could. Stay away from this product!,0
910,Poor quality materials. Broke after just a few uses.,0
911,Terrible!,0
912,Very unsatisfied. Would not recommend to anyone. Terrible experience.,0
913,Don't waste your money. Complete disappointment.,0
914,Extremely dissatisfied with this purchase. The quality is subpar and it feels like a cheap knockoff. It didn't meet any of my expectations. The description was misleading and the photos don't represent the actual product. Would not recommend! Not worth it.,0
915,Excellent product with great features. Very satisfied customer.,1
916,Great value for money. Works perfectly as described.,1
917,I bought this product last month and I'm extremely satisfied. The quality is top-notch and it works exactly as advertised. Shipping was fast and the packaging was secure. Would definitely buy from this seller again!,1
918,Disappointed. Regret buying.,0
919,Awful experience. Product arrived damaged and defective.,0
920,Poor build quality. Not what I expected for the price.,0
921,Disappointed.,0
922,Waste of money. Don't buy.,0
923,"Absolutely love this product! The quality is amazing and it arrived much faster than expected. The seller was very responsive to my questions. Overall, a fantastic buying experience!",1
924,Excellent product with great features. Very satisfied customer.,1
925,Best purchase I've made this year. Worth every penny.,1
926,Terrible product. Does not work as advertised at all.,0
